"rider_type","end_station_name","number_of_rides"
"casual","Public Rack - Prairie Ave & Garfield Blvd N",4
"casual","Public Rack - Sawyer Ave & Bryn Mawr Ave - SE",4
"casual","Public Rack - Spencer Elementary Technology Academy",4
"casual","Public Rack - Talman Ave & 51st St",4
"casual","Public Rack - Western Ave & 107th Pl",4
"casual","Public Rack - Western Ave & 79th St",4
"casual","S Aberdeen St & W 106th St",4
"casual","S Michigan Ave & E 118th St",4
"casual","Sawyer Ave & Bryn Mawr Ave - SE",4
"casual","Stewart Ave & 123rd St",4
"casual","Wallace St & 112 St",4
"casual","Wilton Ave & Diversey Pkwy - Charging",4
"casual","Albany Ave & 103rd St",3
"casual","Ashland Ave & 71st St",3
"casual","Ashland Ave & 76th St",3
"casual","Austin Blvd & North Ave",3
"casual","Avenue J & 112th St",3
"casual","Baltimore Ave & 132nd St",3
"casual","Brighton Park Branch Chicago Library",3
"casual","California Ave & Ogden Ave",3
"casual","Canty Elementary School",3
"casual","Cottage Grove & 85th St",3
"casual","Cottage Grove Ave & 89th Pl",3
"casual","Cottage Grove Ave & 91st St",3
"casual","Drexel Ave & 87th St",3
"casual","Ewing Ave & 112th St",3
"casual","Ewing Ave & Indianapolis Ave",3
"casual","Halsted St & 41st St",3
"casual","Halsted St & 64th St",3
"casual","Harriet E Sayre Public School",3
"casual","Kedvale Ave & Addison St",3
"casual","Kedzie & 103rd St - East",3
"casual","Keeler Ave & 55th St",3
"casual","Kildare Ave & Washignton Blvd",3
"casual","Lafayette Ave & 87th St - NW",3
"casual","Lake Park Ave & 44th St",3
"casual","Lawrence Ave & 103rd St",3
"casual","Longwood Dr & 111th St",3
"casual","Longwood Dr & 95th St",3
"casual","Maryland Ave & 87th ST",3
"casual","Michigan Ave & 110th St",3
"casual","Michigan Ave & 96th St",3
"casual","Mt Greenwood Library - North",3
"casual","Normal Ave & 72nd St",3
"casual","Parnell Ave & 103rd St",3
"casual","Perry Ave & 108th Pl",3
"casual","Plainfield Ave & Irving Park Rd",3
"casual","Public Rack - 63rd & Western Ave N",3
"casual","Public Rack - 63rd & Western Ave S",3
"casual","Public Rack - Austin Branch Chicago Public Library",3
"casual","Public Rack - Central Park Ave & Fulton Blvd",3
"casual","Public Rack - Cicero Ave & Le Moyne St - midblock",3
"casual","Public Rack - Claremont Ave & 71st St",3
"casual","Public Rack - Clyde Ave & 87th St",3
"casual","Public Rack - Damen Ave & 80th St",3
"casual","Public Rack - Evans Ave & 63rd St",3
"casual","Public Rack - Forrestville Ave & 47th St",3
"casual","Public Rack - Foster Ave & Drake Ave",3
"casual","Public Rack - Grand Ave & Lawndale Ave",3
"casual","Public Rack - Hamlin Ave & Madison St",3
"casual","Public Rack - Hiawatha Park",3
"casual","Public Rack - Homan Ave & Lake St",3
"casual","Public Rack - Hoyne Ave & 110th Pl",3
"casual","Public Rack - Jeffery Blvd & 81st St",3
"casual","Public Rack - Keeler Ave & 55th St",3
"casual","Public Rack - Kimbark Ave & 63rd St",3
"casual","Public Rack - Kingston Ave & 75th St",3
"casual","Public Rack - Lamon Ave & Erie St",3
"casual","Public Rack - Langley Ave & Oakwood Blvd",3
"casual","Public Rack - Maplewood Ave & 47th St",3
"casual","Public Rack - Menard Ave & Agusta Blvd",3
"casual","Public Rack - Perry Ave & 108th Pl",3
"casual","Public Rack - Pulaski Rd & Polk St",3
"casual","Public Rack - Roswell B. Mason Elementary School",3
"casual","Public Rack - Vincennes Ave & 77th St",3
"casual","Public Rack - Wallace St & 119th St",3
"casual","Pullman Community Center",3
"casual","Sacramento Blvd & Washington Blvd",3
"casual","Spaulding Ave & Foster Ave",3
"casual","Western Ave & 111th St - SE",3
"casual","10101 S Stony Island Ave",2
"casual","83rd St (Avalon Park) Metra",2
"casual","Ada St & 117th St",2
"casual","Ada St & 119th St",2
"casual","Albany Ave & 111th St - NW",2
"casual","Ashland Ave & 46th St",2
"casual","Austin Ave & Wellington Ave - midblock",2
"casual","Back of the Yards Park",2
"casual","Chappel Ave & 71st St",2
"casual","Christiana Ave & 111th St",2
"casual","Cicero Ave & Le Moyne St - midblock",2
"casual","Colfax Ave & 83rd St",2
"casual","Cottage Grove Ave & 75th St",2
"casual","Cottage Grove Ave & 92nd St",2
"casual","Eggleston Ave & 114th St",2
"casual","Eggleston Ave & 115th St",2
"casual","Emerald Ave & 45th St",2
"casual","Ewing Ave & 101st St",2
"casual","Jeffery Blvd & 83rd St",2
"casual","Kedzie & 103rd St - West",2
"casual","Kedzie Ave & Argyle St",2
"casual","Keeler Ave & 26th St",2
"casual","Laflin St & 79th St",2
"casual","Langley Ave & 79th St",2
"casual","Marshfield Ave & 87th St",2
"casual","McVicker Ave & Grand Ave",2
"casual","Melvina Ave & Belmont Ave",2
"casual","Michigan Ave & 113th St",2
"casual","Morgan St & 95th St",2
"casual","Muskegon Ave & 89th St",2
"casual","N Shore Channel Trail & Argyle Ave",2
"casual","Orville T Bright School",2
"casual","Park Manor Elementary School",2
"casual","Penn Elementary School / KIPP Ascend Middle School",2
"casual","Princeton Ave & 43rd St",2
"casual","Public  Rack - Albany Ave & 63rd St",2
"casual","Public Rack - Ada St & 79th St",2
"casual","Public Rack - Ashland Ave & 71st St",2
"casual","Public Rack - Baltimore Ave & 132nd St",2
"casual","Public Rack - Brainerd Park",2
"casual","Public Rack - California Ave & Pershing Rd",2
"casual","Public Rack - Cottage Grove & 86th St",2
"casual","Public Rack - Damen Ave & 47th St",2
"casual","Public Rack - Emerald Ave & 43rd St",2
"casual","Public Rack - Emerald Ave & 45th St",2
"casual","Public Rack - Ewing Ave & 105th St",2
"casual","Public Rack - Ewing Ave & 96th St N",2
"casual","Public Rack - Ewing Ave & 99th St",2
"casual","Public Rack - Garfield Park Conservatory",2
"casual","Public Rack - Green St & 103rd St",2
"casual","Public Rack - Halsted St & 109th St",2
"casual","Public Rack - Halsted St & 111th St",2
"casual","Public Rack - Halsted St & 95th St - SE",2
"casual","Public Rack - Hamilton Ave & 95th St",2
"casual","Public Rack - Harding Ave & 47th St",2
"casual","Public Rack - Harper Ave & 63rd St",2
"casual","Public Rack - Harvard Ave & 103rd St",2
"casual","Public Rack - Jeffery Blvd & 67th St",2
"casual","Public Rack - Kedzie & 103rd St - East",2
"casual","Public Rack - Kedzie Ave & 54th Pl",2
"casual","Public Rack - Kedzie Ave & 54th St - SW",2
"casual","Public Rack - Kedzie Ave & 64th St - SE",2
"casual","Public Rack - Keeler Ave & 26th St",2
"casual","Public Rack - Kildare Ave & Division Ave",2
"casual","Public Rack - King Dr & 83rd St",2
"casual","Public Rack - Komensky Ave & 63rd St",2
"casual","Public Rack - Kostner Ave & 16th St",2
"casual","Public Rack - Kostner Ave & Lake St",2
"casual","Public Rack - Marshfield Ave & 45th St",2
"casual","Public Rack - Marshfield Ave & 87th St",2
"casual","Public Rack - Michigan Ave & 119th St",2
"casual","Public Rack - Milwaukee Ave & Waveland Ave",2
"casual","Public Rack - Newcastle Ave & Wellington Ave",2
"casual","Public Rack - Ozark Ave & Addison St",2
"casual","Public Rack - Percy Julian HS",2
"casual","Public Rack - Perry Ave & 111th St",2
"casual","Public Rack - Peterson Ave & Drake Ave",2
"casual","Public Rack - Pulaski Rd & 40th St",2
"casual","Public Rack - Racine Ave & 109th Pl",2
"casual","Public Rack - Racine Ave & 74th St",2
"casual","Public Rack - Sacramento Blvd & Division St",2
"casual","Public Rack - Sawyer Ave & Chicago Ave",2
"casual","Public Rack - Western Ave & 104th St - East",2
"casual","Public Rack - Western Ave & 106th St - East",2
"casual","Public Rack - Western Ave & 107th St",2
"casual","Public Rack - Western Ave & 118th St",2
"casual","Pullman - Planet Fitness",2
"casual","Sawyer Ave & 111th St",2
"casual","Stony Is Ave & 73rd St",2
"casual","Vincennes Ave & 87th St",2
"casual","Vincennes Ave & 95th Pl",2
"casual","Western Blvd & 53rd St",2
"casual","Yale Ave & 119th St",2
"casual","Al Raby School",1
"casual","Avers Ave & Ogden Ave",1
"casual","Baltimore Ave & 133rd St",1
"casual","Bennett Ave & 96th St",1
"casual","Bensley Ave & 103rd St",1
"casual","Brandon Ave & 91st St",1
"casual","California Ave & 29th St",1
"casual","Central Ave & Adams St",1
"casual","Central Park Ave & Fillmore St",1
"casual","Chase Ave & Touhy Ave - NE",1
"casual","Chase Ave & Touhy Ave - NW",1
"casual","Christiana Ave & Bryn Mawr Ave",1
"casual","City Rack - Albany Ave & 103rd St",1
"casual","Corliss Ave & 133rd St",1
"casual","Cottage Grove & 84th St",1
"casual","Damen Ave & 84th St",1
"casual","East End Ave & 75th St",1
"casual","Evans Ave & 63rd St",1
"casual","Greenwood Ave & 87th St",1
"casual","Hamilton Park",1
"casual","Homan Ave & 26th St",1
"casual","Honore St & 87th St - SE",1
"casual","James Madison School",1
"casual","Karlov Ave & Milwaukee Ave",1
"casual","Langley Ave & 105th Pl",1
"casual","Legler Regional Library",1
"casual","Loomis Blvd & 83rd St",1
"casual","Lorel Ave & Chicago Ave",1
"casual","Lowe Ave & 98th St",1
"casual","Mackinaw Ave & 85th St",1
"casual","Marquette Ave & 83rd St",1
"casual","May St & 63rd St",1
"casual","Menard Ave & Adams Blvd",1
"casual","Menard Ave & Belmont Ave",1
"casual","Michigan Ave & 102nd St",1
"casual","Morgan St & 103rd St",1
"casual","Newcastle Ave & Wellington Ave",1
"casual","Normal Blvd & 61st Pl",1
"casual","Panama Ave & Forest Preserve Ave",1
"casual","Parnell Ave & 98th St",1
"casual","Paul Revere Elementary School",1
"casual","Pawel Bialowas - Test- PBSC charging station",1
"casual","Percy Julian HS",1
"casual","Public Rack - 10101 S Stony Island Ave",1
"casual","Public Rack - 53rd St & Indiana Ave",1
"casual","Public Rack - Aida Food Market",1
"casual","Public Rack - Albany Ave & 111th St - NW",1
"casual","Public Rack - Ave L & 105th St",1
"casual","Public Rack - Ave N & 106th St",1
"casual","Public Rack - Bell Ave & 95th St",1
"casual","Public Rack - Bishop St & 81st St",1
"casual","Public Rack - Brighton Park Branch Chicago Library",1
"casual","Public Rack - Buffalo Ave & 133rd St",1
"casual","Public Rack - Calumet Ave & Garfield Blvd",1
"casual","Public Rack - Canty Elementary School",1
"casual","Public Rack - Central Ave & Congress Pkwy",1
"casual","Public Rack - Champlain Ave & 134th St",1
"casual","Public Rack - Chappel Ave & 71st St",1
"casual","Public Rack - Christiana Ave & 111th St",1
"casual","Public Rack - Christiana Ave & 55th St",1
"casual","Public Rack - Corliss Ave & 133rd St",1
"casual","Public Rack - Cottage Grove Ave & 111th St",1
"casual","Public Rack - Cottage Grove Ave & 87th St",1
"casual","Public Rack - Cottage Grove Ave & 89th Pl",1
"casual","Public Rack - Cottage Grove Ave & 98th St",1
"casual","Public Rack - Crandon Ave & 80th St",1
"casual","Public Rack - Division St & Christiana Ave",1
"casual","Public Rack - Ewing Ave & 102nd St",1
"casual","Public Rack - Ewing Ave & 95th St",1
"casual","Public Rack - Ewing Ave & 96th St S",1
"casual","Public Rack - Fairfield Ave & 63rd St",1
"casual","Public Rack - Halsted St & 102nd St",1
"casual","Public Rack - Halsted St & 113th St",1
"casual","Public Rack - Halsted St & 63rd St",1
"casual","Public Rack - Halsted St & 76th St",1
"casual","Public Rack - Harvard Ave & 119th St",1
"casual","Public Rack - Homan Ave & 111th St",1
"casual","Public Rack - Houston Ave & 130th St",1
"casual","Public Rack - Independence Blvd & Roosevelt",1
"casual","Public Rack - Kedvale Ave & 63rd St",1
"casual","Public Rack - Kedvale Ave & 63rd St E",1
"casual","Public Rack - Kedzie & 103rd St - W",1
"casual","Public Rack - Kedzie Ave & Pershing Rd",1
"casual","Public Rack - Kedzie Ave & Walnut St",1
"casual","Public Rack - Keef Ave & South Chicago Ave",1
"casual","Public Rack - Kildare Ave & 63rd St",1
"casual","Public Rack - Kildare Ave & Washignton Blvd",1
"casual","Public Rack - Kolin Ave & Archer Ave",1
"casual","Public Rack - Komensky Ave & 59th St",1
"casual","Public Rack - Lafayette Ave & 87th St SW",1
"casual","Public Rack - Laflin St &51st ST",1
"casual","Public Rack - Langley Ave & 87th St",1
"casual","Public Rack - Lawrence Ave & 103rd St",1
"casual","Public Rack - Longwood Dr & 95th St",1
"casual","Public Rack - Loomis St & 87th St",1
"casual","Public Rack - Lotus Ave & Harrison St",1
"casual","Public Rack - Mackinaw Ave & 106th St",1
"casual","Public Rack - Mackinaw Ave & 108th St",1
"casual","Public Rack - Martin Luther King Dr & 69th St",1
"casual","Public Rack - May St & 63rd St",1
"casual","Public Rack - May St & 78th St",1
"casual","Public Rack - Menard Ave & Madison St",1
"casual","Public Rack - Michigan Ave & 107th St",1
"casual","Public Rack - Morgan St & 87th St",1
"casual","Public Rack - N Sayre Ave & W Belden Ave",1
"casual","Public Rack - Nordica Ave & Addison St",1
"casual","Public Rack - Oakley Ave & 50th Pl",1
"casual","Public Rack - Paul Revere Elementary School",1
"casual","Public Rack - Piotrowski Park",1
"casual","Public Rack - Pullman - Walmart",1
"casual","Public Rack - Racine Ave & 76th",1
"casual","Public Rack - Richmond St & Thorndale Ave",1
"casual","Public Rack - Rutherford Ave & Belmont Ave",1
"casual","Public Rack - Sangamon St & 79th St",1
"casual","Public Rack - Senka ""Edward Duke"" Park",1
"casual","Public Rack - Springfield Ave & 63rd St",1
"casual","Public Rack - St Louis Ave & Flournoy St",1
"casual","Public Rack - Strohacker Park",1
"casual","Public Rack - Throop St & 109th Pl",1
"casual","Public Rack - Troy & 111th St",1
"casual","Public Rack - Union Ave & 111th St",1
"casual","Public Rack - Waller Ave & Chicago Ave",1
"casual","Public Rack - Wentworth Ave & 103rd St",1
"casual","Public Rack - West Chatham Park",1
"casual","Public Rack - Western Ave & 104th St - West",1
"casual","Public Rack - Western Ave & 111th St - NW",1
"casual","Public Rack - Western Ave & 111th St - SW",1
"casual","Public Rack - Yates Ave & 100th St",1
"casual","Racine Ave & 83rd St",1
"casual","Rhodes Ave & 79th St",1
"casual","Sacramento Blvd & Division St",1
"casual","South Shore High School",1
"casual","Stony Island & 95th St",1
"casual","The Montessori School of Englewood",1
"casual","Torrence Ave & 103rd St",1
"casual","Torrence Ave & 98th St",1
"casual","Troy & 111th St",1
"casual","Tuley (Murray) Park",1
"casual","Wentworth Ave & 79th St",1
"casual","West Chatham Park",1
"casual","West Lawn Park",1
"casual","Western Ave & 106th St - West",1
"casual","William Rainey Harper High School",1
"casual","Zapata Academy",1
"member","",483844
"member","Kingsbury St & Kinzie St",24636
"member","Clark St & Elm St",22367
"member","Wells St & Concord Ln",21914
"member","University Ave & 57th St",20534
"member","Clinton St & Washington Blvd",20529
"member","Clinton St & Madison St",19725
"member","Ellis Ave & 60th St",19198
"member","Loomis St & Lexington St",18903
"member","Wells St & Elm St",18722
"member","Broadway & Barry Ave",18129
"member","Dearborn St & Erie St",16711
"member","St. Clair St & Erie St",16507
"member","Wilton Ave & Belmont Ave",16198
"member","DuSable Lake Shore Dr & North Blvd",15996
"member","Wells St & Hubbard St",15865
"member","Wells St & Huron St",15796
"member","Canal St & Adams St",15712
"member","Sheffield Ave & Fullerton Ave",15709
"member","Ellis Ave & 55th St",15677
"member","Streeter Dr & Grand Ave",15504
"member","Clark St & Wrightwood Ave",15464
"member","Green St & Madison St",15344
"member","Wabash Ave & Grand Ave",15318
"member","Clark St & Armitage Ave",15177
"member","Ashland Ave & Division St",14910
"member","Clark St & Drummond Pl",14475
"member","Larrabee St & Kingsbury St",14343
"member","Broadway & Waveland Ave",14159
"member","Halsted St & Clybourn Ave",13883
"member","Dearborn Pkwy & Delaware Pl",13704
"member","Michigan Ave & Oak St",13677
"member","Desplaines St & Kinzie St",13640
"member","Theater on the Lake",13570
"member","Clark St & Lincoln Ave",13523
"member","Wabash Ave & Roosevelt Rd",13488
"member","Clinton St & Lake St",13461
"member","Indiana Ave & Roosevelt Rd",13305
"member","Clinton St & Jackson Blvd",13290
"member","State St & Chicago Ave",13266
"member","Halsted St & Polk St",13236
"member","Morgan St & Polk St",13073
"member","Broadway & Cornelia Ave",13061
"member","LaSalle St & Illinois St",13044
"member","Michigan Ave & Washington St",12737
"member","Larrabee St & Webster Ave",12678
"member","State St & 33rd St",12653
"member","Lincoln Ave & Fullerton Ave",12614
"member","Halsted St & Wrightwood Ave",12547
"member","Damen Ave & Pierce Ave",12500
"member","Southport Ave & Roscoe St",12471
"member","Lakeview Ave & Fullerton Pkwy",12394
"member","Dearborn St & Monroe St",12391
"member","Halsted St & Roscoe St",12342
"member","Peoria St & Jackson Blvd",12123
"member","DuSable Lake Shore Dr & Diversey Pkwy",11978
"member","Clark St & Schiller St",11889
"member","Kingsbury St & Erie St",11887
"member","Michigan Ave & Lake St",11855
"member","Sheridan Rd & Irving Park Rd",11830
"member","Pine Grove Ave & Waveland Ave",11786
"member","New St & Illinois St",11778
"member","Federal St & Polk St",11668
"member","Southport Ave & Waveland Ave",11650
"member","Sheffield Ave & Waveland Ave",11534
"member","Clark St & Newport St",11502
"member","Orleans St & Merchandise Mart Plaza",11469
"member","Franklin St & Jackson Blvd",11401
"member","Wells St & Evergreen Ave",11289
"member","Kimbark Ave & 53rd St",11160
"member","Ravenswood Ave & Lawrence Ave",11045
"member","Sheffield Ave & Wellington Ave",10923
"member","McClurg Ct & Ohio St",10914
"member","Clark St & Randolph St",10912
"member","Sheffield Ave & Webster Ave",10888
"member","State St & Randolph St",10866
"member","Canal St & Madison St",10795
"member","Franklin St & Chicago Ave",10785
"member","Franklin St & Monroe St",10767
"member","McClurg Ct & Erie St",10748
"member","DuSable Lake Shore Dr & Wellington Ave",10742
"member","Wilton Ave & Diversey Pkwy",10739
"member","Fairbanks Ct & Grand Ave",10733
"member","Daley Center Plaza",10664
"member","LaSalle St & Jackson Blvd",10641
"member","May St & Taylor St",10543
"member","DuSable Lake Shore Dr & Monroe St",10522
"member","Clark St & Wellington Ave",10509
"member","DuSable Lake Shore Dr & Belmont Ave",10201
"member","Halsted St & Dickens Ave",10156
"member","Rush St & Superior St",10115
"member","Franklin St & Lake St",10069
"member","Mies van der Rohe Way & Chicago Ave",10045
"member","Rush St & Cedar St",10033
"member","Columbus Dr & Randolph St",9991
"member","Lincoln Ave & Diversey Pkwy",9974
"member","Broadway & Belmont Ave",9973
"member","State St & Kinzie St",9886
"member","Burling St & Diversey Pkwy",9832
"member","Sheffield Ave & Wrightwood Ave",9795
"member","Clark St & Lake St",9723
"member","Sheridan Rd & Montrose Ave",9643
"member","Pine Grove Ave & Irving Park Rd",9560
"member","Broadway & Sheridan Rd",9545
"member","Racine Ave & Fullerton Ave",9527
"member","Clark St & Winnemac Ave",9516
"member","Clarendon Ave & Gordon Ter",9502
"member","Stockton Dr & Wrightwood Ave",9472
"member","Mies van der Rohe Way & Chestnut St",9447
"member","Sheffield Ave & Kingsbury St",9440
"member","Wolcott Ave & Polk St",9400
"member","Sedgwick St & North Ave",9369
"member","Wood St & Milwaukee Ave",9185
"member","Milwaukee Ave & Grand Ave",9174
"member","Canal St & Monroe St",9173
"member","Sedgwick St & Webster Ave",8845
"member","Wabash Ave & 9th St",8797
"member","900 W Harrison St",8731
"member","Desplaines St & Jackson Blvd",8693
"member","Franklin St & Illinois St",8615
"member","Millennium Park",8556
"member","Kedzie Ave & Milwaukee Ave",8320
"member","Halsted St & Willow St",8303
"member","Greenview Ave & Fullerton Ave",8207
"member","Ellis Ave & 58th St",8132
"member","Aberdeen St & Jackson Blvd",8126
"member","Racine Ave & Belmont Ave",8124
"member","Clarendon Ave & Junior Ter",8066
"member","Milwaukee Ave & Wabansia Ave",7934
"member","Paulina St & Flournoy St",7931
"member","Southport Ave & Wellington Ave",7904
"member","Canal St & Jackson Blvd",7809
"member","Montrose Harbor",7754
"member","Dayton St & North Ave",7743
"member","Ogden Ave & Chicago Ave",7599
"member","Sheffield Ave & Willow St",7560
"member","Bissell St & Armitage Ave*",7554
"member","Lakefront Trail & Bryn Mawr Ave",7549
"member","Clark St & Grace St",7507
"member","Southport Ave & Belmont Ave",7502
"member","Aberdeen St & Randolph St",7460
"member","Damen Ave & Chicago Ave",7456
"member","Sedgwick St & Huron St",7401
"member","Aberdeen St & Monroe St",7399
"member","Michigan Ave & 14th St",7373
"member","Clark St & Berwyn Ave",7304
"member","Halsted St & Maxwell St",7290
"member","Ritchie Ct & Banks St",7281
"member","Larrabee St & Division St",7260
"member","Desplaines St & Randolph St",7211
"member","California Ave & Milwaukee Ave",7137
"member","LaSalle Dr & Huron St",6997
"member","Clark St & Chicago Ave",6991
"member","Shore Dr & 55th St",6977
"member","MLK Jr Dr & 29th St",6971
"member","Honore St & Division St",6970
"member","Field Blvd & South Water St",6914
"member","Clifton Ave & Armitage Ave",6858
"member","Damen Ave & Cortland St",6800
"member","Wells St & Polk St",6782
"member","Southport Ave & Clybourn Ave",6734
"member","Southport Ave & Wrightwood Ave",6691
"member","Ogden Ave & Race Ave",6686
"member","Calumet Ave & 33rd St",6658
"member","Wacker Dr & Washington St",6618
"member","Clark St & North Ave",6593
"member","Halsted St & Roosevelt Rd",6578
"member","Stetson Ave & South Water St",6468
"member","Ashland Ave & Blackhawk St",6457
"member","Sheridan Rd & Buena Ave",6401
"member","Carpenter St & Huron St",6398
"member","LaSalle St & Washington St",6347
"member","Sangamon St & Washington Blvd",6317
"member","Clark St & Leland Ave",6312
"member","Dearborn St & Adams St",6289
"member","Western Ave & Winnebago Ave",6207
"member","Rush St & Hubbard St",6192
"member","Woodlawn Ave & 55th St",6184
"member","Cityfront Plaza Dr & Pioneer Ct",6142
"member","Wells St & Walton St",6118
"member","Jefferson St & Monroe St",6094
"member","Franklin St & Adams St (Temp)",6058
"member","Michigan Ave & 18th St",6041
"member","Morgan St & Lake St",6012
"member","Wabash Ave & Adams St",5991
"member","Orleans St & Hubbard St",5955
"member","Damen Ave & Division St",5907
"member","Fairbanks St & Superior St",5896
"member","Broadway & Wilson - Truman College Vaccination Site",5889
"member","State St & Van Buren St",5854
"member","Throop St & Taylor St",5831
"member","Dusable Harbor",5810
"member","Racine Ave & Congress Pkwy",5782
"member","Green St & Randolph St*",5777
"member","Clinton St & Roosevelt Rd",5763
"member","Larrabee St & Oak St",5747
"member","Burnham Harbor",5746
"member","Michigan Ave & Madison St",5722
"member","Broadway & Berwyn Ave",5716
"member","Clark St & Bryn Mawr Ave",5702
"member","Wood St & Taylor St (Temp)",5653
"member","Broadway & Argyle St",5647
"member","Larrabee St & Armitage Ave",5601
"member","Eckhart Park",5597
"member","Elston Ave & Cortland St",5574
"member","Shedd Aquarium",5570
"member","Orleans St & Chestnut St (NEXT Apts)",5535
"member","Calumet Ave & 18th St",5463
"member","Emerald Ave & 31st St",5453
"member","Western Ave & Leland Ave",5435
"member","Noble St & Milwaukee Ave",5421
"member","Lake Park Ave & 56th St",5409
"member","State St & Pearson St",5390
"member","Michigan Ave & 8th St",5324
"member","Paulina Ave & North Ave",5314
"member","Lincoln Park Conservatory",5312
"member","Southport Ave & Irving Park Rd",5293
"member","Wabash Ave & Wacker Pl",5290
"member","Clybourn Ave & Division St",5273
"member","Financial Pl & Ida B Wells Dr",5273
"member","Sangamon St & Lake St",5255
"member","Broadway & Ridge Ave",5219
"member","Wentworth Ave & Cermak Rd",5213
"member","Ada St & Washington Blvd",5181
"member","Western Ave & Fillmore St",5035
"member","Walsh Park",5018
"member","Wabash Ave & 16th St",5004
"member","Ashland Ave & Augusta Blvd",4955
"member","Hermitage Ave & Polk St",4952
"member","Michigan Ave & Pearson St",4925
"member","Cornell Ave & Hyde Park Blvd",4894
"member","Lincoln Ave & Roscoe St*",4799
"member","Broadway & Granville Ave",4789
"member","Broadway & Thorndale Ave",4785
"member","Wood St & Chicago Ave",4713
"member","Canal St & Taylor St",4705
"member","Clarendon Ave & Leland Ave",4701
"member","Racine Ave & Wrightwood Ave",4675
"member","Racine Ave & 18th St",4673
"member","Adler Planetarium",4672
"member","Ashland Ave & Wellington Ave",4644
"member","Michigan Ave & Jackson Blvd",4642
"member","Ellis Ave & 53rd St",4582
"member","Lake Park Ave & 53rd St",4471
"member","Harper Ave & 59th St",4440
"member","Bissell St & Armitage Ave",4429
"member","Damen Ave & Thomas St (Augusta Blvd)",4428
"member","Delano Ct & Roosevelt Rd",4421
"member","Lakefront Trail & Wilson Ave",4421
"member","Clark St & Ida B Wells Dr",4368
"member","Sheridan Rd & Lawrence Ave",4358
"member","Loomis St & Jackson Blvd",4340
"member","Ashland Ave & Chicago Ave",4308
"member","Marine Dr & Ainslie St",4242
"member","Western Ave & Walton St",4217
"member","State St & 35th St",4199
"member","Logan Blvd & Elston Ave",4149
"member","Fort Dearborn Dr & 31st St",4095
"member","Ashland Ave & Grace St",4077
"member","Seeley Ave & Roscoe St",4058
"member","Winthrop Ave & Lawrence Ave",3997
"member","Lincoln Ave & Belle Plaine Ave",3972
"member","N Green St & W Lake St",3971
"member","Larrabee St & North Ave",3950
"member","Clark St & Montrose Ave",3924
"member","Larrabee St & Menomonee St",3899
"member","Leavitt St & North Ave",3899
"member","Lincoln Ave & Sunnyside Ave",3881
"member","Greenview Ave & Diversey Pkwy",3875
"member","Damen Ave & Grand Ave",3837
"member","Rhodes Ave & 32nd St",3827
"member","Ravenswood Ave & Irving Park Rd",3815
"member","Dearborn St & Van Buren St",3812
"member","Ashland Ave & Grand Ave",3791
"member","California Ave & Cortez St",3786
"member","Campbell Ave & North Ave",3777
"member","Blue Island Ave & 18th St",3776
"member","Ashland Ave & Wrightwood Ave",3763
"member","Lincoln Ave & Belmont Ave (Temp)",3755
"member","Wood St & Augusta Blvd",3753
"member","Racine Ave & Randolph St",3694
"member","Damen Ave & Leland Ave",3662
"member","Racine Ave & Washington Blvd",3652
"member","Morgan Ave & 14th Pl",3614
"member","Morgan St & 18th St",3555
"member","Shields Ave & 31st St",3500
"member","Wolcott (Ravenswood) Ave & Montrose Ave",3490
"member","Elizabeth (May) St & Fulton St",3471
"member","Morgan St & Lake St*",3443
"member","Clark St & 9th St (AMLI)",3441
"member","Orleans St & Elm St",3392
"member","State St & Harrison St",3340
"member","Damen Ave & Charleston St",3332
"member","Sheridan Rd & Noyes St (NU)",3315
"member","Leavitt St & Armitage Ave",3288
"member","Benson Ave & Church St",3252
"member","Damen Ave & Clybourn Ave",3205
"member","LaSalle St & Adams St",3148
"member","Paulina St & 18th St",3148
"member","Ashland Ave & 13th St",3127
"member","Indiana Ave & 31st St",3118
"member","Lincoln Ave & Waveland Ave",3098
"member","Glenwood Ave & Morse Ave",3091
"member","Spaulding Ave & Armitage Ave",3063
"member","California Ave & North Ave",3017
"member","Damen Ave & Foster Ave",2997
"member","Stave St & Armitage Ave",2929
"member","Albany Ave & Bloomingdale Ave",2924
"member","Clinton St & Tilden St",2917
"member","Blackstone Ave & Hyde Park Blvd",2914
"member","Leavitt St & Chicago Ave",2904
"member","Western Ave & Congress Pkwy",2849
"member","Humboldt Blvd & Armitage Ave",2839
"member","Leavitt St & Division St",2833
"member","Wood St & Hubbard St",2824
"member","Winchester Ave & Elston Ave",2803
"member","Ravenswood Ave & Berteau Ave",2800
"member","Western Ave & Division St",2800
"member","California Ave & Francis Pl (Temp)",2795
"member","Green St & Randolph St",2794
"member","Michigan Ave & Ida B Wells Dr",2783
"member","Sheridan Rd & Loyola Ave",2765
"member","Damen Ave & Wellington Ave",2745
"member","Ashland Ave & Lake St",2709
"member","Paulina St & Montrose Ave",2705
"member","Racine Ave & Fullerton Ave (Temp)",2691
"member","Morgan St & 31st St",2674
"member","Milwaukee Ave & Rockwell St",2655
"member","Leavitt St & Belmont Ave",2645
"member","Western Ave & Roscoe St",2557
"member","Kedzie Ave & Palmer Ct",2544
"member","Cannon Dr & Fullerton Ave",2540
"member","California Ave & Altgeld St",2508
"member","Halsted St & 18th St",2500
"member","Rockwell St & Eastwood Ave",2489
